"Прайс-лист: DEALER_PRICE от 10.04.2023","","","","","","","","",""
"","","","","","","","","",""
"ID товара","Артикул","Описание","Код производителя","Срок гарантии","Кол-во в коробке","D3","Спец.цена","Наличие","Спец.тенге"
"Системные платы Socket AM5","","","","","","","","",""
"297083","ROG CROSSHAIR X670E EXTREME BOX","Сист. плата ASUS ROG CROSSHAIR X670E EXTREME, AM5, 4xDDR5, 2xPCI-E x16 , PCIe x4, 4xM.2, 6xSATA, WIFI6E, BOX","ROG CROSSHAIR X670E EXTREME","36","","895","895","менее 10","402750"
"297097","ROG CROSSHAIR X670E HERO ASUS BOX","Сист. плата ASUS ROG CROSSHAIR X670E HERO, AM5, 4xDDR5, 2xPCI-E x16 , PCIe x1, 4xM.2, SATA, WIFI6E, BOX","ROG CROSSHAIR X670E HERO","36","","625","625","менее 10","281250"
"297081","ROG STRIX X670E-A GAMING WIFI BOX","Сист. плата ASUS ROG STRIX X670E-A GAMING WIFI, AM5, 4xDDR5, 2xPCI-E x16 , PCIe x1, 4xM.2, SATA, WIFI6E, BOX","ROG STRIX X670E-A GAMING WIFI","36","","385","385","менее 10","173250"
"297084","ROG STRIX X670E-E GAMING WIFI ASUS","Сист. плата ASUS ROG STRIX X670E-E GAMING WIFI, AM5, 4xDDR5, 3xPCI-E x16 ,4xM.2, 4xSATA, DP, HDMI, WIFI6E, BOX","ROG STRIX X670E-E GAMING WIFI","36","","485","485","менее 10","218250"
"289772","ROG STRIX X670E-F GAMING WIFI ASUS","Сист. плата ASUS ROG STRIX X670E-F GAMING WIFI, X670E, AM5, 4xDIMM DDR5, 2xPCI-E x16, 4xM.2, 4xSATA, HDMI,DP,WIFI6E,BOX","ROG STRIX X670E-F GAMING WIFI","36","","413","413","менее 10","185850"
"297079","TUF GAMING X670E-PLUS WIFI ASUS BOX","Сист. плата ASUS TUF GAMING X670E-PLUS WIFI, AM5, 4xDDR5, 2xPCI-E x16 , PCIe x1, 4xM.2, SATA, WIFI6E, BOX","TUF GAMING X670E-PLUS WIFI","36","","330","330","менее 10","148500"
"Компьютеры и опции","","","","","","","","",""
"Компьютеры HP","","","","","","","","",""
"210414","X9S40EA HP Inc t420 WES7E 16GF W TC","X9S40EA HP Inc t420 WES7E 16GF W TC","X9S40EA","36","","269","269","менее 10","121050"
"272632","123N2EA HP 290 G4 MT","Системный блок HP 290 G4 MT,i3- 10100,4GB,1TB HDD,DOS,DVD-WR,1yw,kbd,mouseUSB,Speakers","123N2EA","12","","435","424","менее 100","190800"
"272634","123P2EA HP 290 G4 MT","Системный блок HP 290 G4 MT,i3- 10100,8GB,256GB SSD,DOS,DVD-WR,1yw,kbd,mouseUSB,Speakers","123P2EA","12","","438","427","более 100","192150"
"275484","293U9EA HP ProDesk 400 G7 MT","Системный блок HP ProDesk 400G7MT,GLD 180W,i3- 10100,8GB,256GB SSD,DOS,DVD-WR,1yw,USB 320K kbd,USB 320M Mouse,DP Port","293U9EA","12","","582","568","более 50","255600"
"276083","123P1EA HP 290 MT G4","Системный блок HP 290 G4 MT,i5-10500,8GB,256GB SSD,DOS,DVD-WR,1yw,kbd,mouseUSB,Speakers","123P1EA","12","","499","487","более 50","219150"
"276691","1D2Y1EA HP EliteDesk 800 G6","Системный блок HP EliteDesk 800 G6,PL 260W,i5-10500,16GB,512GB SSD,W10p64,DVD-Writer,3yw,USB 320K kbd&mouse,HDMI Port v2","1D2Y1EA","36","","890","869","менее 10","391050"
"288277","5U5H4EA HP ProDesk 600 G6 SFF","Системный блок HP ProDesk 600 G6 SFF,210w,i5-10500,8GB,256GB SSD,W11p6,DVD-W,3yw,320K kbd,Opt Mouse,VGA Port v2","5U5H4EA","36","","930","908","более 10","408600"
"290423","60Q85EA OMEN 25L GT12-1041ur_S","Системный блок HP OMEN 25L Desktop GT12-1041ur","60Q85EA_S","12","","1486","1486","менее 10","668700"
"290421","60Q89EA OMEN 30L GT13-1052ur_S","Системный блок HP OMEN 30L Desktop GT13-1052ur","60Q89EA_S","12","","1692","1692","менее 10","761400"
"290067","6A742EA HP Pro Tower 400 G9","Системный блок HP Pro Tower 400 G9,260W,i7-12700,16GB,512 SSD,W11p6,DVD-W,1yw,125 BLKkbd,125mouse","6A742EA","12","","1127","1101","менее 10","495450"
"290070","6A767EA HP Elite Tower 600 G9","Системный блок HP Elite Tower 600 G9,260W,i5-12500,8GB,256GB PCIe,W11p6,DVD-W,1yw,320K kbd,125mouse","6A767EA","12","","981","959","более 50","431550"
"290071","6A7U0EA HP Elite Tower 600 G9","Системный блок HP Elite Tower 600 G9,260W,i5-12500,8GB,512 SSD,W11p6,DVD-W,1yw,320K kbd,125mouse","6A7U0EA","12","","1003","980","более 30","441000"
"290068","6A871EA HP ProDesk 600 G6 MT","Системный блок HP ProDesk 600 MT G6,PLA 260W,i5-10500,8GB,256GB SSD,W11p6,DVD-W,3yw,No kbd,Ms,HDMI","6A871EA","36","","928","906","менее 10","407700"
"284791","293Z5EA HP ProDesk 400 MT_Z","Системный блок HP 400 G7 MT,GLD 180W,i5-10500,8GB,256GB SSD,DOS,DVD-WR,1yw,USBkbd,Opt Mouse,HP HP VGA Port v2","293Z5EA_Z","12","","610","610","менее 10","274500"
"Мини ПК","","","","","","","","",""
"282484","PN41-S1-BC277ZV ASUS","Mini PC Asus PN41-S1-BC277ZV Intel Celeron N5105, 4Gb DDR4, Intel UHD, 128b SSD, WIFI5, HDMI, BT5.0, LAN, Win10","PN41-S1-BC277ZV","36","","280","280","менее 10","126000"
"282485","PN41-S1-BP278MV ASUS","Mini PC Asus PN41-S1-BC277ZV Intel Pentium Silver N6005, 4Gb DDR4, Intel UHD, 128b SSD, WIFI5, HDMI, BT5.0, LAN, DOS","PN41-S1-BP278MV","36","","308","308","менее 10","138600"
"282487","PN41-S1-BP280MV ASUS","Mini PC Asus PN41-S1-BP280MV Intel Pentium Silver N6005, 4Gb DDR4, Intel UHD, 256gb SSD, WIFI5, HDMI, BT5.0, LAN, DOS","PN41-S1-BP280MV","36","","320","320","менее 10","144000"
"Моноблоки","","","","","","","","",""
"287216","V241EPK-WA002X ASUS","Моноблок ASUS V241E i5-1135G7/23.8FHD IPS/MX330 2G/8G/512GB PCIe/HDcam/WiFi5+BT/MS+KBD/2yw/W11P6/90PT02S1-M003J0","V241EPK-WA002X","24","","929","899","более 10","404550"
"288210","V241EAK-WA047X ASUS","Моноблок ASUS V241E i5-1135G7/23.8FHD IPS/8G/256GB PCIe/HDcam/WiFi5+BT/MS+KBD/1yw/W11P6/WHT/90PT02T1-M014X0","90PT02T1-M014X0","12","","809","779","более 10","350550"
"288212","V241EAK-WA126M ASUS","Моноблок ASUS V241E i5-1135G7/23.8FHD IPS/8G/512GB PCIe/HDcam/WiFi5+BT/MS+KBD/1yw/DOS/WHT/90PT02T1-M00ZP0","90PT02T1-M00ZP0","12","","678","648","более 50","291600"
"288211","V241EPK-BA012X ASUS","Моноблок ASUS V241E i5-1135G7/23.8FHD IPS/MX330 2G/8G/512GB PCIe/HDcam/WiFi5+BT/MS+KBD/1yw/W11P6/BLK/90PT02S2-M004H0","90PT02S2-M004H0","12","","881","851","менее 10","382950"
"286788","23G69EA HP ProOne 440 G6 24","Моноблок HP ProOne 440 G6 24"" NT,i3-10100T,8GB,256GB SSD,W10p64,DVD-W,1yw,USB MS+KBD,AdjStand,Wi-Fi6,HDMI,Webcam","23G69EA","12","","1056","1031","более 30","463950"
"290371","6B1K6EA HP ProOne 440 G9","Моноблок HP ProOne 440 G9 23.8,NT,i7-12700T,8GB,512 SSD,W11p6,No ODD,1yw,125kbd+ms,AdjStand,Wi-Fi6+BT5.2","6B1K6EA","12","","1286","1236","менее 10","556200"
"290074","6B2D5EA HP ProOne 440 G9","Моноблок HP ProOne 440 G9 23.8 NT,i7-12700T,16GB,512 SSD,W11p6,DVD-W,1yw,125 BLKkbd,125mouse,AdjStd,Wifi6+BT5.2","6B2D5EA","12","","1335","1304","более 30","586800"
"299575","6M7Y2EA HP Pav 27-ca1015ci_Z","Моноблок HP Pavilion 27-ca1015ci,R5 5625U,16GB 3200,512GB PCIe,IntGfx,27 FHD IPS,Win11H,1yw","6M7Y2EA_Z","12","","830","830","более 10","373500"
"300558","6M7X1EA HP 24-cb1029ci AiO_Z","Моноблок HP 24-cb1029ci","6M7X1EA_Z","12","","623","623","менее 10","280350"
"300561","6M7Y3EA HP 27-cb1013ci AiO_Z","Моноблок HP 27-cb1013ci","6M7Y3EA_Z","12","","691","691","менее 10","310950"
"298195","A3402WBAK-BA020M ASUS","Моноблок ASUS Blk/23.8/FHD/250nt/IPS/i5-1235U/8GB/UMA/512GB M.2 NVMe/WiFi5+BT5/720p/DOS/USB KBD+MS/90PT03G1-M00H40","90PT03G1-M00H40","12","","748","707","менее 50","318150"
"298194","A3402WBAK-BA031W ASUS","Моноблок ASUS Blk/23.8/FHD/250nt/IPS/i5-1235U/8GB/UMA/512GB M.2 NVMe/WiFi5+BT5/720p/W11H/USB KBD+MS/90PT03G1-M00H60","90PT03G1-M00H60","12","","817","772","более 10","347400"
"298200","A3402WBAK-BA032W ASUS","Моноблок ASUS Blk/23.8/FHD/250nt/IPS/i3-1215U/8GB/UMA/256GB M.2 NVMe/WiFi5+BT5/720p/W11H/USB KBD+MS/90PT03G1-M00H90","90PT03G1-M00H90","12","","696","657","более 10","295650"
"298196","A3402WBAK-BA043M ASUS","Моноблок ASUS Blk/23.8/FHD/250nt/IPS/i3-1215U/8GB/UMA/512GB M.2 NVMe/WiFi5+BT5/720p/DOS/USB KBD+MS/90PT03G1-M00PJ0","90PT03G1-M00PJ0","12","","642","606","менее 10","272700"
"298193","A3402WBAK-WA006M ASUS","Моноблок ASUS Wht/23.8/FHD/250nt/IPS/i3-1215U/8GB/UMA/256GB M.2 NVMe/WiFi5+BT5/720p/DOS/USB KBD+MS/90PT03G2-M005S0","90PT03G2-M005S0","12","","611","577","более 30","259650"
"298192","A3402WBAK-WA053M ASUS","Моноблок ASUS Wht/23.8/FHD/250nt/IPS/i7-1255U/16GB/UMA/512GB M.2 NVMe/WiFi5+BT5.2/720p/DOS/USB KBD+MS/90PT03G2-M00HZ0","90PT03G2-M00HZ0","12","","891","841","более 10","378450"
"298197","V241EAK-WA015X ASUS","Моноблок ASUS Wht/23.8/FHD/250nt/IPS/Pentium G7505/4GB/UMA/128GB M.2 NVMe/WiFi5+BT5/720p/W11P/90PT02T1-M00H90","90PT02T1-M00H90","12","","470","444","более 30","199800"
"298198","V241EAK-WA079M ASUS","Моноблок ASUS Wht/23.8/FHD/250nt/IPS/i3-1115G4/8GB/UMA/256GB M.2 NVMe/WiFi5+BT5/720p/DOS/USB KBD+MS/90PT02T1-M00F80","90PT02T1-M00F80","12","","528","498","более 30","224100"
"298199","V241EAK-WA158W ASUS","Моноблок ASUS Wht/23.8/FHD/250nt/IPS/i3-1115G4/8GB/UMA/256GB M.2 NVMe/WiFi5+BT5/720p/W11H/USB KBD+MS/90PT02T1-M00B90","90PT02T1-M00B90","12","","596","563","более 50","253350"
"298191","V241EAK-WA185W ASUS","Моноблок ASUS Wht/23.8/FHD/250nt/IPS/i5-1135G7/8GB/IrisX/256GB M.2 NVMe/WiFi5+BT5/720p/W11H/USB KBD+MS/90PT02T1-M00EU0","90PT02T1-M00EU0","12","","656","620","более 30","279000"
"Системные блоки","","","","","","","","",""
"290529","84141LC/1","VS Gaming","84141LC/1","6","","380","380","менее 10","171000"
"287632","93574LC","H310M S2 2.0 Gigabyte * Ci3-8100/3.6/1151/6M/OEM * Cooler-CN15 * 8G D4/3200 AD4U32008G22-BGN x2.00 * 256Gb/2.5 T253X2256G0C101 SSD * 39SPC-05 Корпус ПК * Fan Case CR8025 Ball 3+4pin Chenri * V-TC13 ЕВРО 0.75/1.8m * WFA-605 Wi-Fi adapter (Артикул: 93574LC)","93574LC","36","","280","280","более 10","126000"
"290523","91692LC/1","VS Gaming","91692LC/1","6","","2500","2500","менее 10","1125000"
"279389","91990LC/3","Системный блок PBA Neo Game 91990LC/3 (Ci9-11900F 2,5GHz/32GB/512GB/6TB/RTX 3070Ti 8Gb/GT 501 TUF)","91990LC/3","6","","2000","2000","менее 10","900000"
"277863","92022LC","Системный блок PBA Neo Game 92022LC (Ci9-11900K 3,5GHz/32GB/512GB/6TB/RTX 3080Ti 12Gb/GX 601 HELIOS)","92022LC","6","","2500","2500","менее 10","1125000"
"290526","92138LC/3","VS Gaming","92138LC/3","6","","2500","2500","менее 10","1125000"
"290527","92138LC/4","VS Gaming","92138LC/4","6","","2500","2500","менее 10","1125000"
"278627","92203LC","Системный блок PBA Neo Game 92203LC (Ci9-10900K 3,7GHz/32GB/512GB/6TB/RTX 3080Ti 12Gb/GX 601 HELIOS)","92203LC","6","","2700","2700","менее 10","1215000"
"279398","92309LC","Системный блок PBA Neo Game 92309LC (Ci9-11900F 2,5GHz/32GB/500GB/6TB/RTX 3070Ti 8Gb/MACUBE 310P)","92309LC","6","","2100","2100","менее 10","945000"
"290528","92563LC/1","VS Gaming","92563LC/1","6","","720","720","менее 10","324000"
"299035","94015LC","ROG STRIX Z590-F GAMING WIFI OEM * Ci7-11700K/3.6/1200/16M/OEM * CL-W196-CU00RE-A Thermaltake * 32G D4/3600 HX436C18FB4K2/32 x2.00 * 1TB/MZ-V8V1T0BW SSD Samsung * 6Tb/5400/256M/HDWT860UZSVA Toshiba * ROG-STRIX-RTX3070TI-O8GGAMING ASUS * CA-1Q4-00M6WN-00 Thermaltake * ROG-THOR-850P ASUS * V-TC13 ЕВРО 0.75/1.8m * DF-12025-ARGB-TRIO ID-Cooling x3.00 * CL-W133-CU00BL-A Thermaltake * CL-W116-PL16TR-A Thermaltake * CL-ABS-X-V2 Blue Bykski x2.00 (Артикул: 94015LC)","94015LC","24","","2100","2100","менее 10","945000"
"299088","94016LC","ROG STRIX Z590-F GAMING WIFI ASUS * Ci7-11700K/3.6/1200/16M/OEM * CL-W196-CU00RE-A Thermaltake * 32G D4/3600 HX436C18FB4K2/32 x2.00 * 1TB/MZ-V8V1T0BW SSD Samsung * 6Tb/5400/256M/HDWT860UZSVA Toshiba * NED307T019P2-1046A Palit * CA-1Q4-00M1WN-00 Thermaltake * ROG-THOR-850P ASUS * V-TC13 ЕВРО 0.75/1.8m * DF-12025-ARGB-TRIO ID-Cooling x3.00 * CL-FURY-X-V2 150ML Red Bykski * CL-W133-CU00BL-A Thermaltake * CL-W116-PL16TR-A Thermaltake * CL-W097-CA00BL-A Thermaltake (Артикул: 94016LC)","94016LC","24","","2100","2100","менее 10","945000"
"299774","2V6J7EA HP EliteDesk 800 G8 TWR","Системный блок HP EliteDesk 800 G8 TWR i7-11700,8GB 3200,HDD 1TB,W10P6,Wi-Fi6+BT5.1,DVDWR","2V6J7EA","12","","946","925","менее 10","416250"
"299810","2V6J7EA HP EliteDesk 800 G8 TWR_Z","Системный блок HP EliteDesk 800 G8 TWR i7-11700,8GB 3200,HDD 1TB,W10P6,Wi-Fi6+BT5.1,DVDWR","2V6J7EA_Z","12","","946","925","менее 10","416250"
"299775","2V6K2EA HP EliteDesk 800 G8 TWR","Системный блок HP EliteDesk 800 G8 TWR i5-11500,16GB 3200,SSD 512G M.2 TLC,W10P6,noODD","2V6K2EA","12","","878","858","менее 10","386100"
"299776","2V6K9EA HP EliteDesk 800 G8 SFF","Системный блок HP EliteDesk 800 G8 SFF i7-11700,16GB 3200,SSD 512G M.2 TLC,W10P6,Wi-Fi6+BT5.1,DVDWR","2V6K9EA","12","","1028","1005","менее 10","452250"
"299809","2V6K9EA HP EliteDesk 800 G8 SFF_Z","Системный блок HP EliteDesk 800 G8 SFF i7-11700,16GB 3200,SSD 512G M.2 TLC,W10P6,Wi-Fi6+BT5.1,DVDWR","2V6K9EA_Z","12","","1028","1005","менее 10","452250"
"299777","2V6M2EA HP EliteDesk 800 G8 SFF","Системный блок HP EliteDesk 800 G8 SFF i5-11500,8GB 3200,SSD 256G M.2 TLC,W10P6,Wi-Fi6+BT5.1,noODD","2V6M2EA","12","","805","787","более 10","354150"
"300568","11M57EA HP ProDesk 400 G7 SFF_Z","11M57EA HP ProDesk 400 G7 SFF_Z","11M57EA_Z","12","","820","800","менее 10","360000"
"300567","272Y1EA HP EliteDesk 800 G6 TWR_Z","Системный блок HP EliteDesk 800 G6 TWR PL260W,i5-10500,8GB,256GB,W10p6,DVD-W,3yw,USB 320K kbd+ms,W-Fi6+BT5.1","272Y1EA_Z","36","","838","819","менее 10","368550"
"288206","2U0D1ES HP ProDesk 400 G7_Z","Системный блок HP ProDesk 400 G7,180W,i5-10500,8GB,512GB SSD,DOS,No ODD,1yw,USBkbd+ms,VGA","2U0D1ES_Z","12","","640","624","менее 10","280800"
"Носители информации","","","","","","","","",""
"Карт-ридеры","","","","","","","","",""
"277118","Картридер CR125 USB 3.0 1m UGREEN","Картридер UGREEN CR125 USB 3.0 All-in-One Card Reader 1m","30231","24","","10.9","10.9","более 200","4905"
"Flash-USB","","","","","","","","",""
"268013","UF/256Gb DTX/256GB Kingston","USB- Flash Kingston 256Gb DT Exodia, USB 3.2 Gen 1, DTX/256GB, Black/Red","DTX/256GB","60","","19.6","19.6","более 30","8820"
"268006","UF/32Gb DTX/32GB Kingston","USB- Flash Kingston 32Gb DT Exodia, USB 3.2 Gen 1, DTX/32GB, Black/White","DTX/32GB","60","","2.9","2.9","более 200","1305"
"268010","UF/64Gb DTX/64GB Kingston","USB- Flash Kingston 64Gb DT Exodia, USB 3.2 Gen 1, DTX/64GB, Black/Teal","DTX/64GB","60","","3.1","3.1","более 200","1395"
"274771","UF/128Gb DTKN/128GB Kingston","USB- Flash Kingston 128Gb, DataTraveler Duo, USB3.2 Gen 1, DTKN/128GB, Silver","DTKN/128GB","60","","12.6","12.6","более 10","5670"
"274772","UF/256Gb DTKN/256GB Kingston","USB- Flash Kingston 256Gb, DataTraveler Duo, USB3.2 Gen 1, DTKN/256GB, Silver","DTKN/256GB","60","","25.8","25.8","менее 10","11610"
"274770","UF/64Gb DTKN/64GB Kingston","USB- Flash Kingston 64Gb, DataTraveler Duo, USB3.2 Gen 1, DTKN/64GB, Silver","DTKN/64GB","60","","7.5","7.5","более 10","3375"
"285389","UF/32GB DTXM/32GB Kingston","USB- Flash Kingston DTXM/32GB, USB 3.2 Gen 1, черный пластик","DTXM/32GB","60","","2.9","2.9","более 200","1305"
"285390","UF/64GB DTXM/64GB Kingston","USB- Flash Kingston DTXM/64GB, USB 3.2 Gen 1, черный пластик","DTXM/64GB","60","","3.1","3.1","более 200","1395"
"287191","UF/256Gb DTXM/256GB Kingston","USB- Flash Kingston DTXM/256GB, USB 3.2 Gen 1,пластик, черный + бирюзовый","DTXM/256GB","60","","17","17","более 50","7650"
"287197","UF/128Gb DTMC3G2/128GB Kingston","USB- Flash Kingston DTMC3G2/128GB, USB 3.2 Gen 1, 200MB/s Metal","DTMC3G2/128GB","60","","17.8","17.8","более 10","8010"
"Flash-карты SD","","","","","","","","",""
"258692","microSDHC/32GB SDCS2/32GB","Карта памяти Kingston 32GB microSDHC Canvas Select Plus 100R A1 C10 Card + Adapter, SDCS2/32GB","SDCS2/32GB","60","","3.5","3.5","более 200","1575"
"258691","microSDHC/32GB SDCS2/32GBSP","Карта памяти Kingston 32GB microSDHC Canvas Select Plus 100R A1 C10 Single Pack w/o Adapter, SDCS2/32GBSP","SDCS2/32GBSP","60","","3.5","3.5","более 100","1575"
"258682","microSDXC/256GB SDCS2/256GB","Карта памяти Kingston 256GB microSDXC Canvas Select Plus 100R A1 C10 Card + Adapter, SDCS2/256GB","SDCS2/256GB","60","","21.9","21.9","более 30","9855"
"258681","microSDXC/256GB SDCS2/256GBSP","Карта памяти Kingston 256GB microSDXC Canvas Select Plus 100R A1 C10 Single Pack w/o Adapter, SDCS2/256GBSP","SDCS2/256GBSP","60","","25","25","более 50","11250"
"258679","microSDXC/512GB SDCS2/512GBSP","Карта памяти Kingston 512GB microSDXC Canvas Select Plus 100R A1 C10 Single Pack w/o Adapter, SDCS2/512GBSP","SDCS2/512GBSP","60","","57","57","более 10","25650"
"258687","microSDXC/64GB SDCS2/64GBSP","Карта памяти Kingston 64GB microSDXC Canvas Select Plus 100R A1 C10 Single Pack w/o Adapter, SDCS2/64GBSP","SDCS2/64GBSP","60","","4.9","4.9","более 200","2205"
"258684","microSDXC/128GB SDCS2/128GB","Карта памяти Kingston 128GB microSDXC Canvas Select Plus 100R A1 C10 Card + Adapter, SDCS2/128GB","SDCS2/128GB","60","","8.7","8.7","более 50","3915"
"258683","microSDXC/128GB SDCS2/128GBSP","Карта памяти Kingston 128GB microSDXC Canvas Select Plus 100R A1 C10 Single Pack w/o Adapter, SDCS2/128GBSP","SDCS2/128GBSP","60","","10.7","10.7","более 50","4815"
"258688","microSDXC/64GB SDCS2/64GB","Карта памяти Kingston 64GB microSDXC Canvas Select Plus 100R A1 C10 Card + Adapter, SDCS2/64GB","SDCS2/64GB","60","","4.3","4.3","более 50","1935"
"273296","microSD/32Gb SDCE/32GB Kingston","Карта памяти для видеонаблюдения Kingston 32GB microSDHC Endurance 95R/30W C10 A1 UHS-I, без адаптера, SDCE/32GB","SDCE/32GB","12","","9.5","9.5","более 50","4275"
"273302","microSD/64Gb SDCG3/64GB Kingston","Карта памяти Kingston 64GB microSDXC Canvas Go Plus 170R A2 U3 V30 Card,с адаптером, SDCG3/64GB","SDCG3/64GB","12","","8.5","8.5","более 50","3825"
"Внешние жесткие диски","","","","","","","","",""
"280572","2000GB/SXS2000/2000G Kingston","Внешний SSD Kingston SXS2000/2000G USB 3.2 Gen 2x2 USB Type-C до 2000 мб/с","SXS2000/2000G","60","","221","221","более 30","99450"
"280573","500GB/SXS2000/500G Kingston","Внешний SSD Kingston SXS2000/500G USB 3.2 Gen 2x2 USB Type-C до 2000 мб/с","SXS2000/500G","60","","77.9","77.9","более 10","35055"
"287189","4000GB/SXS2000/4000G Kingston","Внешний SSD Kingston SXS2000/4000G USB 3.2 Gen 2x2 USB Type-C до 2000 мб/с","SXS2000/4000G","60","","459","459","более 10","206550"
"Ноутбуки","","","","","","","","",""
"Ноутбуки ASUS","","","","","","","","",""
"280210","B1400CEAE-EB2613R ASUS","Ноутбук ASUS ExpertBook B1 B1400 i3-1115G4/14 FHD IPS/4G/256G PCIe/W10p64/FPS/BL KB+MS 90NX0421-M31720","B1400CEAE-EB2613R","24","1","490","490","более 100","220500"
"281327","B1500CEAE-BQ1999T ASUS","Ноутбук ASUS ExpertBook B1 B1500 Celeron 6305/15.6 FHD IPS/4G/256G PCIe/W10h64/FPS/MS 90NX0441-M23770","90NX0441-M23770","24","","407","407","более 200","183150"
"281328","B1500CEAE-BQ2000T ASUS","Ноутбук ASUS ExpertBook B1 B1500 Pentium G7505 /15.6 FHD IPS/8G/256G PCIe/W10h64/FPS/MS 90NX0441-M23780","90NX0441-M23780","24","","438","438","более 30","197100"
"281573","B1500CEAE-BQ2000T ASUS_Z","Ноутбук ASUS ExpertBook B1 B1500 Pentium G7505 /15.6 FHD IPS/8G/256G PCIe/W10h64/FPS/MS 90NX0441-M23780","90NX0441-M23780_Z","24","","430","430","менее 10","193500"
"287982","B1400CEAE-EB6271 ASUS","Ноутбук ASUS B1400 i3-1115G4/14FHD IPS/8G/256GB PCIe/HDcam/WiFi6+BT/FP/BL kbd/1yw/DOS/90NX0421-M04N90","B1400CEAE-EB6271","12","","581","551","менее 10","247950"
"287980","B1500CEAE-BQ3229X ASUS","Ноутбук ASUS B1500 i5-1135G7/15.6FHD IPS/8G/256GB PCIe/HDcam/WiFi6+BT/numpad/1yw/W11P6/90NX0441-M02NP0","B1500CEAE-BQ3229X","12","","752","732","более 50","329400"
"286855","B1500CEAE-EJ0545R ASUS/2","B1500CEAE-EJ0545R ASUS * 4G D4/2666 AD4S26664G19-BGN (Артикул: B1500CEAE-EJ0545R ASUS/2)","B1500CEAE-EJ0545R ASUS/2","12","","468","468","более 100","210600"
"287448","B1500CEAE-BQ3923 ASUS","Ноутбук ASUS ExpertBook B1 B1500 i3-1115G4/15.6 FHD IPS/8G/256G PCIe/HDcam/WiFi6+BT/DOS/FPS/MS 90NX0441-M02LJ0","90NX0441-M02LJ0","24","","581","551","более 10","247950"
"287452","L1500CDA-BQ0510 ASUS","Ноутбук ASUS ExpertBook L1 L1500 R3 3250U/15.6 FHD IPS/8G/256G PCIe/HDcam/WiFi6+BT/DOS/90NX0401-M05420","90NX0401-M05420","12","","508","478","более 50","215100"
"287453","L1500CDA-BQ0718W ASUS","Ноутбук ASUS ExpertBook L1 L1500 R3 3250U/15.6 FHD IPS/8G/256G PCIe/HDcam/WiFi6+BT/W11H6/90NX0401-M07560","90NX0401-M07560","12","","569","539","более 100","242550"
"287450","L1500CDA-BQ0859 ASUS","Ноутбук ASUS ExpertBook L1 L1500 R3 3250U/15.6 FHD IPS/8G/512G PCIe/HDcam/WiFi+BT/DOS/FPS/90NX0401-M006L0","90NX0401-M006L0","12","","537","507","более 10","228150"
"287046","B5402CBA-KI0152X ASUS","Ноутбук ASUS B5402C i5-1240P/14FHD IPS/8G/512GB PCIe/720p IR/WiFi6+BT/FP/BL Kbd/1yw/W11P6/90NX05M1-M005T0","90NX05M1-M005T0","24","","1227","1098","более 10","494100"
"290704","B9400CBA-KC0321X ASUS","Ноутбук ASUS ExpertBook B9 B9400CE i5-1235U/14 FHD/16G/512GB PCIe/W11p64/720p IR/FPS 90NX04Z1-M00BZ0","B9400CBA-KC0321X","24","","1514","1464","менее 10","658800"
"290703","B9400CBA-KC0323X ASUS","Ноутбук ASUS ExpertBook B9 B9400CE i7-1255U/14 FHD/16G/1TB PCIe/W11p64/720p IR/FPS 90NX04Z1-M00C10","B9400CBA-KC0323X","24","","1616","1566","более 30","704700"
"290702","B9400CBA-KC0324X ASUS","Ноутбук ASUS ExpertBook B9 B9400CE i7-1255U/14 FHD/16G/1TB+1TB PCIe/W11p64/720p IR/FPS 90NX04Z1-M00C20","B9400CBA-KC0324X","24","","1840","1790","менее 10","805500"
"296899","B1400CEAE-EB2898 ASUS","Ноутбук ASUS B1400 DOS/Blk/14.0/250cd/FHD/IPS/i5-1135G7/IrisXe/8G D4/512G PCIe/720p/WiFi6+BT5.2/1Y/90NX0421-M32750","B1400CEAE-EB2898","12","","636","616","более 30","277200"
"296897","B1400CEAE-EB4024X ASUS","Ноутбук ASUS B1400 W11P6/Blk/14.0/250cd/FHD/IPS/i5-1135G7/IrisXe/8G D4/512G PCIe/720p/WiFi6+BT5.2/1Y/90NX0421-M02E60","B1400CEAE-EB4024X","12","","790","770","более 30","346500"
"296904","P1512CEA-BQ0340 ASUS","Ноутбук ASUS P1512 DOS/SlateGrey/15.6/250cd/FHD/TN/i5-1135G7/UHD/8G D4/256G PCIe/720p/WiFi5+BT5/MS/1Y/90NX05E1-M00CN0","P1512CEA-BQ0340","12","","553","533","менее 10","239850"
"297280","B1400CEAE-EB6271W ASUS/2","Ноутбук ASUS B1400 i3-1115G4/14FHD IPS/8G/256GB PCIe/HDcam/WiFi6+BT/FP/BL kbd/1yw/W11H6/90NX0421-M04NA0","","12","","642","612","менее 10","275400"
"297281","B5302CBA-EG0100W ASUS/2","Ноутбук ASUS B5302CB i5-1235U/13.3FHD IPS/8G/512GB PCIe/FHDcam/WiFi6+BT/FP/BL Kbd/2yw/W11H6/90NX04W1-M003J0","","24","","1124","1005","более 10","452250"
"298177","B5302CBA-EG0099X ASUS","Ноутбук ASUS B5302 W11P6/Blk/13.3/300nt/FHD/IPS/i7-1255U/Iris X/16G D5/1TB/1080p/WiFi6+BT5.2/FPS/BL/2Y/90NX04W1-M00770","90NX04W1-M00770","24","","1345","1295","более 30","582750"
